,DATE (YYYY/MM/DD),MST,Global CMP22 (vent/cor) [W/m^2],Direct sNIP [W/m^2],Azimuth Angle [degrees],Tower Dry Bulb Temp [deg C],Tower Wet Bulb Temp [deg C],Tower Dew Point Temp [deg C],Tower RH [%],Peak Wind Speed @ 6ft [m/s],Avg Wind Direction @ 6ft [deg from N],Station Pressure [mBar],Precipitation (Accumulated) [mm],Moisture,Albedo (CMP11),Cloud Type,Solar Zenith Angle,Snow Depth [cm]
2886,13-08-2020,10:08,841.644,884.772,126.30641,30.12,12.964,-1.336,12.8,3.7,110.1,820.46,0,0,0.1867,7,52.32,0.081
2887,11-08-2020,02:36,-1.44265,-0.202444,40.47444,19.43,10.587,3.587,35,2.45,296.2,817.859,0,0,0,6,21.04,-0.425
2888,06-04-2020,15:20,624.744,953.595,246.84804,21.5,6.562,-15.128,6.352,3.7,305.1,809.948,0,0,0.1955,1,53.57,0.933
2889,15-04-2020,16:10,95.6442,5.24751,259.87529,7.645,1.541,-6.459,33.81,3.95,71.25,812.39,0,0,0.1822,7,48.15,0.996
2890,24-05-2020,21:26,-0.942352,0.424644,322.46644,5.924,5.16,4.46,90.3,1.7,274.7,818.408,28.19,1,0,8,118.53,1.011
2891,16-11-2020,14:23,337.799,823.869,219.85691,18.35,7.136,-5.164,18.76,2.2,88.5,822.588,0,0,0.248,8,135.43,0.391
2892,13-05-2020,17:32,253.645,571.43,280.84269,22.78,9.138,-4.462,15.16,3.45,106.3,808.192,0,0,0.2396,0,55.89,1.088
2893,05-07-2020,04:30,0.410916,-0.192567,57.6041,15.32,9.611,5.131,50.57,1.7,276.3,819.603,0,0,0,8,54.43,0.861
2894,25-09-2020,03:22,-1.85577,-0.320945,64.6997,19.89,8.473,-2.807,20.82,1.45,266.6,815.458,0,0,0,0,155.78,-0.298
2895,15-12-2020,14:49,261.947,841.034,220.63233,-0.372,-3.261,-7.861,52.9,1.45,190.6,813.404,4.064,0,0.7165,1,135.89,7.858
2896,27-08-2020,17:55,105.878,255.452,276.32485,27.05,14.739,6.969,27.96,1.7,237.1,815.133,0,0,0.2509,0,36.1,-0.192
2897,24-05-2020,00:25,-1.09935,-0.17282,7.3277,9.73,7.179,4.989,72.28,0.7,26.04,814.619,0,0,0,0,79.1,0.925
2898,15-04-2020,11:45,437.9,3.68467,172.27452,8.73,1.35,-9.25,24.6,3.7,105.8,811.655,0,0,0.1765,3,55.79,1.091
2899,27-04-2020,19:03,-0.67266,-0.336302,291.2643,21.05,8.33,-4.87,16.27,3.2,270.9,813.994,0,0,0,4,80.2,0.917
2900,17-11-2020,23:31,-1.56293,-0.217258,349.98086,10.97,2.263,-10.537,18.88,2.2,280,817.545,0,0,0,6,57.89,0.066
2901,20-09-2020,09:15,226.676,2.27123,127.01732,20.67,12.176,6.216,38.95,1.7,116,819.968,0,0,0.1793,4,73.52,-0.105
2902,08-01-2020,21:10,-0.978257,-0.158256,281.60197,5.124,-1.284,-12.184,24.24,4.95,280.4,804.371,0,0,0,0,32.25,0.224
2903,31-01-2020,16:58,36.3845,1.76554,244.63449,6.931,-0.435,-13.435,19.09,6.45,282.3,818.878,0.254,0,0.2079,4,55.84,0.452
2904,30-07-2020,04:11,-1.20169,-0.059252,57.12568,15.85,11.703,8.933,63.46,3.7,278.6,821.535,0,0,0,0,54.83,-0.013
2905,11-04-2020,10:25,890.715,1026.4,138.73201,17.16,5.161,-10.939,12.19,4.7,277.7,807.057,0,0,0.1808,0,40.38,0.959
2906,10-05-2020,14:42,788.04,925.636,250.5896,14.23,6.336,-1.864,32.25,3.45,110.2,821.233,0,0,0.1906,6,47.16,1.351
2907,20-07-2020,00:24,-1.30743,-0.395012,4.54763,23.8,12.078,3.178,26.03,2.45,268.4,817.689,0,0,0,0,123.44,0.467
2908,09-08-2020,17:57,55.0131,-0.192567,280.63275,30.29,11.946,-5.324,9.05,1.45,253.7,817.05,0,0,0.1493,1,118.8,-0.165
2909,04-07-2020,19:54,-1.12649,-0.246883,304.62262,19.66,13.788,10.288,54.68,0,0,821.036,0.254,0,0,7,92.98,0.813
2910,21-01-2020,11:14,290.187,66.0816,164.4271,11.16,3.61,-5.39,29.26,1.45,15.9,813.708,0,0,0.1937,4,72.29,0.162
2911,28-08-2020,18:05,2.55905,0.197506,277.66664,16.24,14.562,13.662,84.7,0.95,84.5,822.085,2.032,1,1.0846,0,108.05,0.089
2912,08-05-2020,10:13,841.003,333.942,127.27944,6.978,3.321,-0.679,57.73,2.7,123.6,823.773,0,0,0.1436,0,128.96,1.13
2913,25-01-2020,16:31,91.4204,577.817,239.1738,8.57,1.153,-9.647,24.01,2.45,286,814.802,0,0,0.3157,3,80.23,0.476
2914,04-10-2020,15:09,413.832,752.906,238.14388,26.39,10.575,-4.625,12.05,2.2,80.8,817.994,0,0,0.2314,7,120.52,0.115
2915,27-06-2020,13:03,1069.02,976.996,221.53794,29.33,14.43,4.24,20.26,3.45,95.6,813.395,0,0,0.1625,3,106.41,1.587
2916,10-10-2020,23:00,-1.97761,-0.227129,338.77991,18.41,7.132,-5.058,18.86,2.45,287.2,809.936,0,0,0,3,81.25,-0.574
2917,04-05-2020,04:34,-0.914326,-1.18694,64.24619,8.6,6.585,4.885,77.44,3.2,35.03,816.087,0,1,0,0,111.93,1.079
2918,18-07-2020,15:46,246.312,2.46389,264.62092,30.56,14.103,2.003,16.11,4.95,22.96,818.264,0,0.1,0.1847,0,75.71,0.833
2919,08-03-2020,19:40,-1.63693,0.069236,281.1775,8.4,5.542,2.942,68.46,2.2,285.4,812.957,0,1,0,2,55.57,0.719
2920,07-04-2020,11:40,947.74,1021.17,169.62771,19.29,7.213,-6.187,16.2,3.7,114.7,814.987,0,0,0.1736,0,54.39,1.583
2921,14-07-2020,10:46,1163.69,871.704,130.7379,22.56,14.751,10.251,45.65,4.45,51.67,818.927,0,0,0.1844,1,66.9,1.257
2922,21-02-2020,05:08,-0.930253,0,87.72964,-0.47,-5.472,-18.672,19.87,1.7,286,822.98,0,0,0,7,85.59,11.68
2923,19-07-2020,00:56,-1.2153,-0.153066,13.0305,22.01,11.895,4.495,31.83,2.45,303.3,819.644,0,0,0,0,138.36,0.679
2924,11-10-2020,20:09,-1.37589,-0.177756,288.29063,9.24,1.806,-8.394,25.63,3.7,21.23,815.968,0,0,0,7,117.33,-0.171
2925,02-12-2020,10:55,381.611,574.508,165.61527,-3.059,-6.359,-14.059,37.98,1.7,103.5,826.716,0,0,0.2774,0,56.17,0.209
2926,09-03-2020,16:09,95.5984,0.509379,246.28223,12.31,4.75,-3.75,31.19,2.95,55.48,817.173,0.254,0,0.1555,0,122.67,0.736
2927,30-11-2020,19:18,-1.36127,-0.409825,265.79489,7.066,-0.853,-16.653,14.04,6.7,290,814.958,0,0,0,1,82.17,0.286
2928,24-05-2020,19:26,-0.809705,-0.074066,300.03229,5.919,5.874,5.774,99,0,0,818.126,28.19,1,0,2,50.54,0.992
2929,18-09-2020,10:28,289.585,18.2397,147.28399,20.24,11.229,4.329,35.07,2.7,34.54,823.672,0,0,0.1441,4,122.27,-0.025
2930,10-07-2020,19:54,-1.78746,-0.207381,303.99109,29.7,12.11,-3.79,10.67,2.2,283,820.366,0,0,0,0,117.19,0.57
2931,26-12-2020,17:52,-1.5251,-0.454262,250.25793,8.82,1.123,-10.177,22.52,1.7,32.14,807.786,0,0,0,0,168.84,0.21
2932,05-03-2020,18:13,-0.424906,-0.420367,265.89248,6.935,1.82,-4.68,41.36,2.45,26.57,826.176,0,0,0,1,103.75,0.547
2933,25-08-2020,12:32,375.498,17.9927,194.55074,33.87,15.952,4.182,15.6,4.2,90.5,818.361,0,0,0.1735,8,84.75,-0.235
2934,13-11-2020,03:44,-1.30621,0.118504,85.35024,-0.62,-5.449,-17.649,22.17,2.95,285.2,814.51,0,0,0,0,156.79,0.008
2935,02-08-2020,13:20,127.923,-1.09616,220.65352,24.94,15.544,10.174,39.36,1.45,257.8,822.67,0,0,0.1152,7,136.03,0.174
2936,06-07-2020,00:18,-1.30697,-0.197507,3.24471,19.73,11.831,6.241,41.35,2.45,269.2,818.614,0,0,0,0,121.46,0.92
2937,19-10-2020,14:39,289.885,128.143,228.58659,13.37,7.159,1.459,44.24,0,0,813.872,0,0,0.2234,0,26.06,0.082
2938,29-01-2020,05:06,-0.741154,0.395641,93.80043,0.005,-3.394,-9.294,45.21,1.45,279.3,815.263,0,0,0,7,127.82,0.464
2939,12-04-2020,15:05,246.697,0.964377,245.89938,-5.261,-6.202,-7.902,79.55,2.2,19.33,813.883,0.762,1,0.5844,3,145.87,0.903
2940,05-06-2020,13:25,1089.4,967.81,233.08246,32.27,14.555,1.655,14.26,2.45,127.3,815.975,0,0,0.1701,8,70.44,1.065
2941,11-02-2020,09:11,398.477,914.357,131.52157,-4.84,-7.286,-12.786,49.63,0,0,817.737,0.762,1,0.8763,2,46.55,25.27
2942,04-09-2020,18:23,4.66043,-0.414761,278.91636,25.77,12.014,0.714,19.4,1.95,42.78,824.52,0,0,0,2,69.01,-0.153
2943,24-12-2020,07:18,3.17003,0.296262,119.99926,0.391,-4.501,-15.801,24.35,7.95,297.9,818.931,0,0,0,3,106.52,0.222
2944,27-09-2020,20:14,-1.28434,-0.088879,292.93268,6.69,3.993,1.193,67.9,0.45,248.2,825.477,0,1,0,0,144.51,-0.088
2945,25-06-2020,18:25,11.3881,-1.98,291.46493,23.2,12.485,4.785,30.22,13.45,268.5,816.399,1.27,0,0,0,91.66,0.787
2946,02-03-2020,07:32,80.8627,1.6963,108.21096,-5.379,-5.402,-5.402,99.8,0.95,304,809.263,0,1,0.7663,0,117.52,1.461
2947,20-11-2020,23:25,-1.20699,0.25676,345.18993,3.189,-1.677,-9.577,35.08,1.45,283.1,825.981,0,0,0,0,115.8,0.167
2948,07-12-2020,05:54,-1.36364,-0.237008,108.05884,4.522,-1.798,-13.998,21.43,3.95,291.9,825.31,0,0,0,8,96.14,0.141
2949,29-12-2020,17:04,-0.952008,-0.533275,243.02768,-2.122,-3.296,-4.896,79.08,0,0,813.585,5.842,0,0,0,79.15,4.606
2950,20-12-2020,02:07,-1.41107,0.014813,68.63261,2.12,-2.781,-11.681,31.36,1.95,265.1,818.624,0,0,0,0,116.28,0.118
2951,25-11-2020,20:05,-1.32407,-0.14813,274.46509,4.954,0.167,-6.233,41.52,3.2,308.7,809.782,0,0,0,0,28.85,6.664
2952,20-02-2020,21:14,-0.796999,0,293.30203,-1.702,-4.853,-11.153,44.13,2.45,292.2,826.252,2.286,0,0,1,96.43,12.17
2953,26-08-2020,00:35,-1.53531,-0.197505,10.40062,24.75,12.856,4.356,26.72,4.45,266.6,816.845,0,0,0,0,104.72,-0.317
2954,21-11-2020,09:09,336.769,856.939,140.67478,4.023,-0.819,-8.019,37.94,2.45,123.8,822.305,0,0,0.2502,7,128.28,0.047
2955,30-09-2020,09:52,635.111,768.545,140.44684,18.94,7.859,-3.541,20.76,3.7,107,825.733,0,0,0.2073,4,158.7,-0.041
2956,21-12-2020,03:21,-1.38225,-0.108629,84.57501,7.255,2.462,-3.238,45.73,1.45,258.6,816.12,0,0,0,0,120.24,0.485
2957,15-09-2020,11:06,807.523,743.482,159.95063,28.7,11.981,-2.819,12.27,4.95,110.2,822.48,0,0,0.1888,7,129.3,0.296
2958,13-07-2020,06:03,85.2845,9.55927,72.46428,26.12,13.096,3.596,23.35,0,0,816.022,0,0,0.1702,3,65.66,0.512
2959,06-07-2020,10:18,943.268,974.612,118.95699,29.08,15.069,6.069,23.35,4.45,58.55,819.109,0,0,0.1675,3,127.78,0.988
2960,03-09-2020,05:38,8.09424,6.83371,80.92608,13.08,7.717,3.017,50.39,0,0,824.648,0,0,0,4,86.1,-0.038
2961,27-08-2020,13:16,874.611,858.883,213.73279,32.5,16.29,6.49,19.78,3.45,137.9,814.679,0,0,0.1926,0,114.75,0.116
2962,24-11-2020,06:24,1.26975,-0.681403,111.64816,-2.808,-2.808,-2.808,100.1,3.45,18.34,812.068,2.286,1,0,0,128.09,11.95
2963,24-06-2020,10:29,952.281,964.911,122.35807,28.76,15.755,7.985,27.13,1.7,61.26,817.413,0,0,0.1662,3,154.24,0.893
2964,07-07-2020,02:29,-1.56643,-0.074064,34.96168,21.81,11.305,3.205,29.42,2.95,99.3,816.598,0,0,0,0,120.1,0.568
2965,15-10-2020,02:02,-1.46481,-0.019751,53.52032,3.788,1.136,-2.064,64.23,1.95,148.9,821.706,0,0,0,3,97.06,-0.286
2966,04-09-2020,20:20,-1.80684,-0.202443,299.26181,23.18,11.141,1.141,23.36,2.2,272.7,825.726,0,0,0,0,128.09,-0.265
2967,03-04-2020,01:52,-0.61489,0.103855,35.19554,-8.42,-8.67,-9.17,93.6,0,0,818.482,0,1,0,1,91.22,3.337
2968,11-04-2020,00:21,-1.10521,-0.390671,6.38382,10.49,2.987,-6.513,27.77,0.95,64.64,808.994,0,0,0,0,15.34,0.817
2969,09-07-2020,20:30,-1.59854,-0.256756,310.41006,25.47,16.022,10.922,40.09,0,0,818.111,0,0,0,0,26.35,0.655
2970,01-10-2020,13:28,677.498,831.732,213.31398,17.29,8.059,-0.841,28.87,2.2,142.9,825.778,0,0,0.2123,8,58.69,0.205
2971,03-12-2020,18:25,-1.32418,0.019751,257.45126,2.289,-3.093,-14.193,24.65,2.95,283,821.39,0,0,0,4,90.04,0.229
2972,09-11-2020,11:11,50.813,-0.024688,170.47026,-0.219,-1.051,-1.951,86.6,2.45,106.9,810.325,0,0,0.1824,1,106.54,0.147
2973,01-07-2020,03:42,-1.11452,-0.197506,49.24697,13.14,7.422,2.322,47.77,2.2,287,817.962,0,0,0,4,122.4,0.771
2974,01-06-2020,08:29,663.588,832.227,95.52216,25.38,15.78,10.39,38.9,2.95,110.9,819.604,0,0,0.1856,0,54.08,1.13
2975,21-04-2020,19:54,-1.00972,-0.113751,298.43324,11.85,5.905,0.005,44,2.45,261.5,813.795,0,0,0,6,126.05,1.051
2976,29-12-2020,08:31,94.568,0.330831,131.78889,-5.764,-5.787,-5.787,99.8,4.95,11.54,808.471,0,1,0.7672,4,103.52,4.79
2977,31-01-2020,08:21,258.894,772.754,124.16874,3.197,-2.489,-13.489,24.65,7.45,281.4,816.931,0,0,0.5273,0,162.24,1.156
2978,22-12-2020,00:57,-1.33212,-0.266634,40.99812,7.987,1.721,-6.579,32.69,6.2,282.8,813.553,0,0,0,0,26.63,0.463
2979,06-01-2020,01:37,-0.719967,-0.014836,54.92778,0.513,-4.135,-13.635,29.48,12.7,266.4,817.073,0,0,0,6,80.39,0.257
2980,20-05-2020,10:04,855.004,570.943,120.57235,25.28,10.026,-4.974,12.49,8.45,154.5,808.615,0,0,0.1686,1,104.21,1.066
2981,28-08-2020,17:14,49.7407,0.093815,269.61496,18.04,14.771,13.071,72.72,0.7,355.6,821.959,0.762,1,0.1786,0,65.3,-0.026
2982,06-09-2020,00:17,-1.85018,-0.340696,6.22104,25.41,9.625,-7.355,10.09,6.7,282.1,821.598,0,0,0,7,43.58,-0.278
2983,23-03-2020,02:26,-0.873518,-0.128583,46.37055,3.173,-1.473,-8.673,38.04,2.45,278.9,816.5,0,0,0,0,45.03,0.814
2984,03-03-2020,05:51,-0.956845,-0.336295,91.60618,2.636,-2.289,-10.789,32.75,0.95,200.3,809.828,0,0,0,0,109.03,0.65
2985,08-02-2020,09:17,396.927,928.856,133.40597,4.015,0.095,-5.005,49.28,0,0,809.641,1.27,0,0.9291,0,99.82,23.66
2986,22-04-2020,00:04,-1.03348,-0.30664,1.49112,10.68,4.656,-1.744,41.13,6.45,280.1,813.196,0,0,0,0,100.45,1.027
2987,13-12-2020,13:21,271.07,262.045,201.56226,-0.562,-3.816,-9.616,46.04,3.7,133.6,817.011,2.794,0,0.6963,0,89.85,3.566
2988,21-11-2020,19:13,-1.37058,0.271573,267.03736,4.168,-0.328,-6.728,42.03,1.2,281.6,822.547,0,0,0,0,18.25,-0.038
2989,02-05-2020,16:00,177.994,0.697332,263.63106,14.49,10.652,8.052,65.24,4.95,21.68,816.584,0,0,0.1846,4,128.33,1.244
2990,30-06-2020,21:34,-1.02946,-0.108628,323.7664,18.49,10.813,5.113,41.31,1.7,264.3,816.745,0,0,0,0,35.01,0.964
2991,14-04-2020,04:34,-0.61694,0.395672,68.41031,-9.93,-11.046,-14.346,67.06,2.2,273.6,818.128,0,0,0,3,129.67,4.875
2992,20-09-2020,04:33,-1.51153,0.078999,76.10717,17.87,8.615,0.015,29.87,2.7,260.3,818.046,0,0,0,8,144.23,-0.097
2993,05-08-2020,20:27,-1.314,-0.197507,306.10347,21.24,13.97,9.67,47.59,1.95,297.4,817.51,0,0,0,7,84.53,0.002
2994,18-09-2020,23:08,-1.54742,-0.20738,342.64827,19.08,9.268,0.388,28.45,1.7,272,819.835,0,0,0,8,109.62,0.006
2995,07-02-2020,21:53,-0.798196,0.860525,298.30226,-4.582,-4.855,-5.355,93.6,0,0,813.874,0.762,1,0,0,37.76,27.8
2996,09-08-2020,06:41,239.633,643.041,83.19384,24.37,9.713,-5.087,13.06,3.45,275.4,819.626,0,0,0.2631,1,103.8,-0.307
2997,10-12-2020,23:41,-0.882654,-0.46908,349.64923,-4.065,-4.119,-4.219,98.7,1.7,41.89,813.33,0,1,0,7,106.57,0.462
2998,11-09-2020,13:00,331.526,120.277,205.86162,18.91,8.844,-0.556,26.7,6.45,289.1,817.151,0,0,0.1597,0,122.81,0.157
2999,06-07-2020,05:47,149.16,607.746,69.53915,18.73,10.66,4.56,39.15,3.2,285.9,819.063,0,0,0.2914,0,94.79,0.772
3000,13-10-2020,08:17,351.838,718.364,122.19151,17.69,6.671,-5.629,18.79,4.45,15.14,821.925,0,0,0.2272,0,35.79,-0.684
3001,02-03-2020,17:56,4.00289,-0.15331,262.18689,5.733,-0.657,-10.957,25.95,10.7,272.9,806.923,3.302,0,0,1,145.34,0.631
3002,19-08-2020,14:23,156.261,1.58004,237.9543,30.31,15.264,5.504,20.92,0.95,41.11,819.254,0,0,0.1781,1,67.64,-0.08
3003,19-11-2020,08:30,250.53,836.99,132.56253,11.83,4.834,-2.866,34.69,1.2,21.54,815.062,0,0,0.2581,7,134.78,-0.499
3004,22-12-2020,18:51,-1.32761,-0.019751,258.88971,4.639,1.267,-2.633,57.68,12.7,269.3,801.486,0,0,0,3,101.03,0.411
3005,13-08-2020,04:33,-1.6077,-0.197506,63.97479,20.45,7.634,-6.566,14.59,5.45,282,819.655,0,0,0,0,114.5,-0.243
3006,29-09-2020,09:52,682.76,989.804,140.10791,22.74,9.576,-3.224,16.88,4.45,127.7,823.11,0,0,0.199,0,119.15,0.134
3007,29-01-2020,15:39,161.003,5.66758,230.3052,4.872,0.347,-5.453,44.66,2.2,56.19,815.222,0,0,0.1988,7,85.83,0.525
3008,06-07-2020,06:42,328.803,795.436,77.50076,22.61,12.094,4.294,30.26,1.7,267,819.004,0,0,0.241,0,22.76,0.798
3009,10-06-2020,15:59,730.024,880.13,270.33026,22.42,10.284,-0.416,21.76,7.2,112.4,821.325,0,0,0.2032,0,48.97,1.266
3010,21-08-2020,04:57,-1.47361,-0.246881,70.19063,19.98,11.087,4.297,35.56,4.95,280.6,816.921,0,0,0,0,64.28,-0.237
3011,29-03-2020,16:16,225.775,207.324,254.79679,10.11,2.179,-8.721,23.49,2.95,266,815.516,0,0,0.2059,0,135.58,1.02
3012,06-03-2020,15:42,445.978,838.75,239.98766,18.02,5.699,-10.801,11.69,1.7,77.81,819.497,0,0,0.2036,0,52.97,0.977
3013,13-04-2020,08:42,335.437,3.28907,110.53608,-7.252,-8.281,-10.681,73.89,0.7,304.2,816.723,0,1,0.8152,4,146.12,8.3
3014,16-11-2020,12:20,602.512,977.789,189.46376,17.43,6.878,-4.622,20.82,1.7,138.4,822.825,0,0,0.2267,6,31.42,0.689
3015,18-04-2020,21:43,-0.690389,0.098914,320.53803,6.053,3.575,1.075,70.35,2.45,270.2,812.109,0,0,0,0,76.54,1.062
3016,16-06-2020,05:07,54.6464,210.443,63.57612,20.27,9.164,-1.216,23.23,0.95,318.8,815.327,0,0,0.3548,3,59.33,0.209
3017,03-08-2020,03:05,-1.19878,-0.488831,45.23483,15.95,10.613,6.813,54.57,0,0,820.711,0,0,0,0,54.36,-0.067
3018,10-08-2020,17:41,65.7838,1.3776,277.97696,26.21,15.909,10.119,36.37,3.95,28.82,818.582,0,0,0.1543,6,40.92,-0.16
3019,15-07-2020,11:28,381.712,2.32565,152.94042,19.91,15.243,12.743,63.34,0.95,64.37,822.329,0,0,0.1853,8,159.34,1.223
3020,04-06-2020,08:56,844.85,898.891,100.02976,27.39,14.751,6.751,27,3.7,96.4,816.502,0,0,0.1814,0,60.02,0.876
3021,08-06-2020,09:57,917.854,979.958,113.70889,19.23,10.581,3.881,36.18,3.95,148.2,810.735,0,0,0.1718,0,112.37,1.214
3022,19-04-2020,21:34,-0.750441,-0.351145,318.61305,8.16,4.395,0.395,57.96,1.45,144.2,814.967,0,0,0,0,125.28,1.014
3023,11-02-2020,21:32,-0.880461,-0.024728,294.29388,0.42,-4.24,-13.94,28.86,2.95,307.9,809.123,4.826,0,0,7,82.85,23.37
3024,13-10-2020,02:19,-2.03484,-0.469076,57.31169,14.89,4.63,-8.57,17.39,0.7,259.4,819.986,0,0,0,7,95.31,-0.279
3025,27-02-2020,10:45,698.144,1017.89,151.8999,5.959,-0.541,-11.441,24.46,8.7,275.8,821.522,0,0,0.1975,2,61.54,1.988
3026,24-08-2020,10:12,797.951,583.419,132.06021,31.39,15.04,3.85,17.52,2.95,25.14,820.513,0,0,0.2024,1,123.5,-0.503
3027,27-12-2020,02:50,-1.01865,-0.014813,77.86565,1.962,-0.755,-4.155,61.3,5.45,281.5,811.811,0,0,0,3,65.75,0.497
3028,19-10-2020,19:58,-1.53371,-0.182694,283.90838,9.7,5.097,0.307,51.9,0,0,814.002,0,0,0,7,148.57,0.12
3029,08-08-2020,02:18,-1.64099,-0.46414,35.69687,25.05,9.339,-7.841,9.88,6.45,272.3,817.765,0,0,0,3,23.64,-0.221
3030,27-06-2020,16:09,216.182,1.743,271.50929,27.05,14.023,5.253,24.83,2.2,49.56,812.172,0,0,0.1738,3,41.91,1.08
3031,06-07-2020,19:28,3.50315,-0.395008,300.15847,26.31,13.404,4.304,24.27,0,0,817.791,0,0,0,7,161.24,0.811
3032,16-06-2020,03:38,-1.68097,0.967779,48.89716,20.85,9.079,-2.021,20.96,2.95,140.5,815.527,0,0,0,0,79.11,0.569
3033,16-08-2020,17:32,158.984,276.833,275.25578,30.01,13.5,0.5,14.92,4.95,18.66,822.695,0,0,0.2439,8,116.43,-0.169
3034,27-04-2020,13:32,924.169,1001.48,225.40095,23.68,9.732,-3.668,15.36,3.95,8.93,815.087,0,0,0.173,7,81.32,1.282
3035,20-09-2020,22:43,-1.5579,-0.276496,333.76556,18.48,9.83,2.63,34.7,2.95,294.7,820.878,0,0,0,7,145.86,-0.066
3036,27-01-2020,23:01,-0.752322,-0.09891,318.60753,2.063,-2.873,-12.173,30.12,7.7,288.5,816.793,0,0,0,0,98.32,0.384
3037,21-01-2020,14:02,151.74,1.42925,208.66229,8.71,2.023,-6.677,30.86,0,0,811.286,0,0,0.1795,0,86.71,0.425
3038,18-09-2020,15:03,224.404,6.00914,240.41413,24.39,13.473,6.073,30.77,2.2,45.74,820.418,0,0,0.1721,8,148.76,0.079
3039,08-11-2020,11:10,601.583,1010.26,170.16824,11.95,2.372,-12.328,15.06,3.95,211.2,804.181,0,0,0.2225,7,83.38,0.16
3040,13-08-2020,23:52,-1.68867,-0.167879,356.00595,24.91,9.795,-5.505,12.2,3.2,301.1,818.412,0,0,0,0,134.56,-0.294
3041,24-08-2020,02:39,-1.66979,-0.148129,44.3192,23.77,11.168,0.498,21.52,2.45,282,819.569,0,0,0,1,97.36,-0.367
3042,18-02-2020,15:45,270.12,390.06,235.51483,0.542,-2.72,-7.82,49.5,1.45,195.1,818.853,0.254,0,0.5865,7,129.46,9.69
3043,24-06-2020,15:38,207.737,1.18504,266.70105,29.21,14.126,3.526,19.4,2.45,21.02,815.516,0,0,0.1687,6,40.55,0.855
3044,24-04-2020,10:25,340.961,2.82891,135.62688,10.54,5.297,-0.193,47.22,4.45,57.13,818.073,0,0,0.182,3,121.85,1.158
3045,09-04-2020,02:11,-0.874068,-0.182973,39.49712,5.138,2.139,-1.351,62.01,2.45,3.063,819.669,0,0,0,3,71.66,0.962
3046,20-05-2020,15:30,693.868,942.394,262.87978,28.26,10.882,-6.218,9.42,5.2,213.2,806.232,0,0,0.1887,0,140.2,1.259
3047,01-04-2020,09:24,607.823,587.405,123.30094,15.11,5.216,-6.574,20.41,0,0,808.654,0,0,0.1884,0,103.23,0.581
3048,31-03-2020,18:52,-1.05874,-0.356071,281.21956,13.93,4.33,-7.77,19.85,1.7,275.1,811.548,0,0,0,0,26.3,0.757
3049,08-01-2020,21:52,-0.963108,-0.257165,291.31201,4.852,-1.498,-12.698,23.58,4.2,259.2,804.635,0,0,0,0,56.95,0.333
3050,16-12-2020,21:55,-1.10445,0.103692,293.34157,1.955,-2.599,-10.699,34.66,6.95,266.1,816.544,0,0,0,0,122.46,0.423
3051,23-06-2020,15:48,439.514,278.475,268.43357,26.84,14.671,6.971,28.31,2.95,43.98,818.931,0,0,0.1897,6,114.07,1.194
3052,07-02-2020,19:27,-0.892299,0.939642,269.34808,-4.248,-4.442,-4.642,96.7,0,0,813.876,0.762,1,0,0,45.58,28.03
3053,30-10-2020,07:28,151.907,730.758,117.68517,10.35,2.842,-6.958,26.97,1.95,260.6,821.557,0,0,0.3043,7,132.64,-0.118
3054,04-03-2020,09:45,661.937,1006.99,134.72808,13.02,3.322,-10.478,16.58,2.7,74.2,815.603,0,0,0.1957,3,104.63,0.524
3055,12-10-2020,06:16,13.8417,194.278,100.53155,11.11,2.557,-9.343,20.8,0,0,817.548,0,0,0,3,58.57,-0.415
3056,31-01-2020,22:34,-0.875788,-0.321455,308.81676,6.391,0.972,-6.328,37.27,7.45,270.3,820.38,0.254,0,0,0,76.36,0.528
3057,08-01-2020,15:51,141.06,701.207,230.9267,13.49,2.413,-17.187,8.69,6.45,269.9,802.938,0,0,0.2577,0,87.1,0.417
3058,11-05-2020,00:03,-0.68341,-0.346194,1.66276,4.302,1.494,-1.806,63.3,3.7,21.21,820.691,0,0,0,0,37.4,0.881
3059,17-09-2020,22:12,-1.48738,-0.187632,324.09521,17.22,10.073,4.403,42.58,1.95,27.24,825.309,0,0,0,2,55.64,-0.023
3060,30-03-2020,08:45,196.176,17.4478,114.90082,3.984,0.166,-4.634,50.98,1.2,104.9,815.457,0,0,0.1763,2,60.99,0.84
3061,21-07-2020,02:37,-1.15252,-0.345633,37.50329,17.85,14.279,12.279,69.87,1.95,322.5,819.891,0,0,0,6,83.63,0.768
3062,09-03-2020,20:09,-1.04146,-0.182981,286.74029,7.792,2.595,-3.505,43.1,2.95,281.4,819.053,0.254,0,0,0,80.79,0.657
3063,23-05-2020,15:18,261.567,6.7745,261.26215,22.34,10.346,-0.054,22.53,4.45,22.16,807.106,0,0,0.1736,0,22.04,0.868
3064,14-05-2020,23:48,-0.959094,-0.296735,357.4932,10.85,8.051,5.851,71.21,0,0,815.537,0,0,0,3,67.13,1.137
3065,26-01-2020,08:16,184.409,716.718,124.34031,6.896,0.659,-8.041,31.01,3.2,44.3,816.933,0,0,0.2701,0,70.48,0.223
3066,18-05-2020,15:38,637.619,887.737,263.88927,27.95,14.818,6.458,25.61,3.7,19.85,813.271,0,0,0.1826,0,71.6,1.473
3067,11-10-2020,20:29,-1.76212,-0.355509,292.37063,8.95,1.674,-8.626,25.61,2.7,108.7,816.173,0,0,0,3,40.26,-0.385
